序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202112),净利润(202112),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
775,002293,罗莱生活,罗莱生活科技股份有限公司,江苏,南通市,--,--,3452,2009-09-10,--,,家纺,纺织品,家纺产品和家居产品的研发、生产与销售。
776,002294,信立泰,深圳信立泰药业股份有限公司,广东,深圳市,30.58亿,5.28亿,3236,2009-09-10,--,,化学制剂,药品、医疗器械,药品、医疗器械产品的研发、生产、销售。
777,002295,精艺股份,广东精艺金属股份有限公司,广东,佛山市,--,--,510,2009-09-29,--,,铜,铜加工、贸易,铜加工和贸易业务。
778,002296,辉煌科技,河南辉煌科技股份有限公司,河南,郑州市,--,--,835,2009-09-29,--,,通信终端设备,监控产品、运营管理产品、信号基础设备产品、综合运维信息化及运维装备,轨道交通高端装备的研发、生产、销售、安装和维护。
779,002297,博云新材,湖南博云新材料股份有限公司,湖南,长沙市,--,--,648,2009-09-29,--,,非金属新材料,硬质合金领域、航空航天领域,航空机轮刹车系统及刹车材料、航天用炭/炭复合材料、高性能硬质合金和稀有金属粉体材料等产品的研发、生产与销售。
780,002298,中电兴发,安徽中电兴发与鑫龙科技股份有限公司,安徽,芜湖市,--,--,4264,2009-09-29,--,,其他输变电设备,自主可控智慧城市解决方案及运营服务、大数据应用及运营服务,智慧科技方向的人工智能、云、大数据、智慧应用软件等关键技术和自主产品的研究及开发。
781,002299,圣农发展,福建圣农发展股份有限公司,福建,南平市,--,--,23447,2009-10-21,--,,畜牧养殖,鸡肉、肉制品,肉鸡饲养及初加工、鸡肉产品深加工。
782,002300,太阳电缆,福建南平太阳电缆股份有限公司,福建,南平市,112.25亿,1.85亿,2004,2009-10-21,--,,电线电缆,电线电缆制造、铜加工,电线电缆制造
783,002301,齐心集团,深圳齐心集团股份有限公司,广东,深圳市,--,--,2981,2009-10-21,--,,文化用品,B2B、SaaS服务,B2B办公物资研发、生产和销售；SAAS云视频服务等。
784,002302,西部建设,中建西部建设股份有限公司,新疆,乌鲁木齐市,269.26亿,9.81亿,5614,2009-11-03,--,,其他建材,辐射水泥、外加剂、商品砂浆,专注于预拌混凝土及相关业务，在发展核心业务的基础上，致力于产业生态的打造。
785,002303,美盈森,美盈森集团股份有限公司,广东,深圳市,--,--,5201,2009-11-03,--,,包装印刷,轻型包装产品、重型包装产品、标签产品、电子功能材料模切产品,运输包装产品、精品包装产品、标签产品及电子功能材料模切产品的研发、生产与销售，并为客户提供包装产品设计、包装方案优化、包装材料第三方采购与包装产品物流配送、供应商库存管理以及现场辅助包装作业等包装一体化深度服务。
786,002304,洋河股份,江苏洋河酒厂股份有限公司,江苏,宿迁市,--,--,15831,2009-11-06,--,,白酒,酒类、红酒,白酒的生产与销售。
787,002305,南国置业,南国置业股份有限公司,湖北,武汉市,--,--,729,2009-11-06,--,,房地产开发,房地产业务,房地产的开发与运营业务。
788,002306,中科云网,中科云网科技集团股份有限公司,北京,北京市,3.17亿,480.44万,544,2009-11-11,--,,餐饮,互联网游戏、餐饮业务、房屋租赁,互联网游戏推广及运营和餐饮团膳。
789,002307,北新路桥,新疆北新路桥集团股份有限公司,新疆,乌鲁木齐市,--,--,3963,2009-11-11,--,,路桥建设,施工业、工业、租赁业、金融业、商业、房地产销售,公路工程、桥梁工程、隧道工程和市政交通工程等公共交通基础设施的施工。
790,002308,威创股份,威创集团股份有限公司,广东,广州市,--,--,1040,2009-11-27,--,,专用计算机设备,超高分辨率数字拼接墙系统、幼儿园运营管理服务,超高分辨率数字拼接墙系统的研发、制造、营销和服务。
791,002309,中利集团,江苏中利集团股份有限公司,江苏,苏州市,--,--,6554,2009-11-27,--,,太阳能,特种电缆业务、太阳能光伏、通信、光棒光纤,特种电缆业务和新能源光伏组件业务板块。
792,002310,东方园林,北京东方园林环境股份有限公司,北京,北京市,--,--,3459,2009-11-27,--,,园林工程,工程建设、环保业务、设计规划、苗木,"生态湿地、园林建设和水利市政等设计施工,向政府提供集生态城市规划、水利工程设计、市政工程施工一体化的全产业链服务。"
793,002311,海大集团,广东海大集团股份有限公司,广东,广州市,--,--,26241,2009-11-27,--,,饲料,饲料、动保产品、农产品、贸易,围绕动物养殖提供整体解决方案。
794,002312,川发龙蟒,四川发展龙蟒股份有限公司,四川,成都市,--,--,3379,2009-12-03,--,,金融设备,磷化工,磷化工业务。
